BLD_YRS_FOR_GAS_D_LINE_1,BLD_YRS_FOR_GAS_D_LINE_2,BLD_YRS_FOR_GAS_D_LINE_3,BuildDirectionalGl
MN,ND,2006,0.0
MN,ND,2007,0.0
MN,ND,2008,0.0
MN,ND,2009,39406.0
MN,ND,2010,0.0
MN,ND,2011,0.0
MN,ND,2012,0.0
MN,ND,2013,0.0
MN,ND,2014,0.0
MN,ND,2015,0.0
MN,ND,2016,0.0
MN,ND,2017,0.0
MN,ND,2018,34221.0
MN,ND,2019,0.0
MN,ND,2020,0.0
MN,ND,2021,0.0
MN,ND,2022,0.0
MN,WI,1990,2092666.0
MN,WI,1994,652273.0
MN,WI,1995,0.0
MN,WI,1996,0.0
MN,WI,1997,64294.0
MN,WI,1998,130662.0
MN,WI,1999,29036.0
MN,WI,2000,0.0
MN,WI,2001,0.0
MN,WI,2002,0.0
MN,WI,2003,0.0
MN,WI,2004,0.0
MN,WI,2005,0.0
MN,WI,2006,0.0
MN,WI,2007,13481.0
MN,WI,2008,0.0
MN,WI,2009,0.0
MN,WI,2010,0.0
MN,WI,2011,0.0
MN,WI,2012,0.0
MN,WI,2013,0.0
MN,WI,2014,0.0
MN,WI,2015,0.0
MN,WI,2016,0.0
MN,WI,2017,0.0
MN,WI,2018,0.0
MN,WI,2019,0.0
MN,WI,2020,0.0
MN,WI,2021,0.0
MN,WI,2022,0.0
MO,AR,1990,25925.0
MO,AR,1994,0.0
MO,AR,1995,0.0
MO,AR,1996,0.0
MO,AR,1997,0.0
MO,AR,1998,0.0
MO,AR,1999,0.0
MO,AR,2000,0.0
MO,AR,2001,0.0
MO,AR,2002,0.0
MO,AR,2003,0.0
MO,AR,2004,0.0
MO,AR,2005,0.0
MO,AR,2006,0.0
MO,AR,2007,0.0
MO,AR,2008,0.0
MO,AR,2009,0.0
MO,AR,2010,0.0
MO,AR,2011,0.0
MO,AR,2012,0.0
MO,AR,2013,0.0
MO,AR,2014,0.0
MO,AR,2015,0.0
MO,AR,2016,0.0
MO,AR,2017,0.0
MO,AR,2018,477020.0
MO,AR,2019,0.0
MO,AR,2020,0.0
MO,AR,2021,311100.0
MO,AR,2022,0.0
MO,IA,1990,625311.0
MO,IA,1994,79849.0
MO,IA,1995,0.0
MO,IA,1996,0.0
MO,IA,1997,0.0
MO,IA,1998,0.0
MO,IA,1999,0.0
MO,IA,2000,0.0
MO,IA,2001,0.0
MO,IA,2002,0.0
MO,IA,2003,0.0
MO,IA,2004,0.0
MO,IA,2005,0.0
MO,IA,2006,0.0
MO,IA,2007,0.0
MO,IA,2008,0.0
MO,IA,2009,0.0
MO,IA,2010,0.0
MO,IA,2011,0.0
MO,IA,2012,0.0
MO,IA,2013,0.0
MO,IA,2014,0.0
MO,IA,2015,0.0
MO,IA,2016,0.0
MO,IA,2017,0.0
MO,IA,2018,0.0
MO,IA,2019,0.0
MO,IA,2020,0.0
MO,IA,2021,0.0
MO,IA,2022,0.0
MO,IL,1990,4022523.0
MO,IL,1994,215696.0
MO,IL,1995,0.0
MO,IL,1996,0.0
MO,IL,1997,0.0
MO,IL,1998,0.0
MO,IL,1999,0.0
MO,IL,2000,0.0
MO,IL,2001,0.0
MO,IL,2002,0.0
MO,IL,2003,0.0
MO,IL,2004,0.0
MO,IL,2005,0.0
MO,IL,2006,0.0
MO,IL,2007,0.0
MO,IL,2008,0.0
MO,IL,2009,1866600.0
MO,IL,2010,0.0
MO,IL,2011,0.0
MO,IL,2012,0.0
MO,IL,2013,0.0
MO,IL,2014,0.0
MO,IL,2015,0.0
MO,IL,2016,0.0
MO,IL,2017,0.0
MO,IL,2018,0.0
MO,IL,2019,0.0
MO,IL,2020,0.0
MO,IL,2021,0.0
MO,IL,2022,0.0
MS,AL,1990,11289819.0
MS,AL,1994,573461.0
MS,AL,1995,496723.0
MS,AL,1996,57035.0
MS,AL,1997,150365.0
MS,AL,1998,0.0
MS,AL,1999,0.0
MS,AL,2000,0.0
MS,AL,2001,82960.0
MS,AL,2002,692716.0
MS,AL,2003,910486.0
MS,AL,2004,173179.0
MS,AL,2005,0.0
MS,AL,2006,0.0
MS,AL,2007,0.0
MS,AL,2008,3678239.0
MS,AL,2009,1589721.0
MS,AL,2010,0.0
MS,AL,2011,129625.0
MS,AL,2012,129625.0
MS,AL,2013,0.0
MS,AL,2014,529907.0
MS,AL,2015,46665.0
MS,AL,2016,0.0
MS,AL,2017,0.0
MS,AL,2018,71553.0
MS,AL,2019,0.0
MS,AL,2020,0.0
MS,AL,2021,306952.0
MS,AL,2022,285175.0
MS,AR,2015,777750.0
MS,AR,2016,786046.0
MS,AR,2017,2479467.0
MS,AR,2018,0.0
MS,AR,2019,0.0
MS,AR,2020,0.0
MS,AR,2021,0.0
MS,AR,2022,171105.0
MS,LA,1990,394060.0
MS,LA,1994,0.0
MS,LA,1995,0.0
MS,LA,1996,0.0
MS,LA,1997,0.0
MS,LA,1998,0.0
MS,LA,1999,0.0
MS,LA,2000,0.0
MS,LA,2001,0.0
MS,LA,2002,0.0
MS,LA,2003,0.0
MS,LA,2004,0.0
MS,LA,2005,0.0
MS,LA,2006,0.0
MS,LA,2007,0.0
MS,LA,2008,0.0
MS,LA,2009,0.0
MS,LA,2010,0.0
MS,LA,2011,0.0
MS,LA,2012,0.0
MS,LA,2013,559980.0
MS,LA,2014,570350.0
MS,LA,2015,838933.0
MS,LA,2016,579683.0
MS,LA,2017,2257549.0
MS,LA,2018,0.0
MS,LA,2019,783972.0
MS,LA,2020,77775.0
MS,LA,2021,306952.0
MS,LA,2022,511241.0
MS,TN,1990,9792391.0
MS,TN,1994,311100.0
MS,TN,1995,0.0
MS,TN,1996,0.0
MS,TN,1997,0.0
MS,TN,1998,0.0
MS,TN,1999,318359.0
MS,TN,2000,243695.0
MS,TN,2001,0.0
MS,TN,2002,0.0
MS,TN,2003,0.0
MS,TN,2004,0.0
MS,TN,2005,0.0
MS,TN,2006,0.0
MS,TN,2007,0.0
MS,TN,2008,0.0
MS,TN,2009,0.0
MS,TN,2010,0.0
MS,TN,2011,0.0
MS,TN,2012,0.0
MS,TN,2013,0.0
MS,TN,2014,0.0
MS,TN,2015,0.0
MS,TN,2016,0.0
MS,TN,2017,0.0
MS,TN,2018,0.0
MS,TN,2019,0.0
MS,TN,2020,0.0
MS,TN,2021,0.0
MS,TN,2022,0.0
MT,ND,1990,1247511.0
MT,ND,1994,603534.0
MT,ND,1995,0.0
MT,ND,1996,0.0
MT,ND,1997,0.0
MT,ND,1998,725900.0
MT,ND,1999,0.0
MT,ND,2000,0.0
MT,ND,2001,0.0
MT,ND,2002,0.0
MT,ND,2003,82960.0
MT,ND,2004,0.0
MT,ND,2005,0.0
MT,ND,2006,0.0
MT,ND,2007,42517.0
MT,ND,2008,42517.0
MT,ND,2009,77775.0
MT,ND,2010,0.0
MT,ND,2011,494649.0
MT,ND,2012,0.0
MT,ND,2013,0.0
MT,ND,2014,0.0
MT,ND,2015,0.0
MT,ND,2016,0.0
MT,ND,2017,0.0
MT,ND,2018,0.0
MT,ND,2019,0.0
MT,ND,2020,0.0
MT,ND,2021,0.0
MT,ND,2022,0.0
MT,WY,1990,182512.0
MT,WY,1994,0.0
MT,WY,1995,0.0
MT,WY,1996,0.0
MT,WY,1997,0.0
MT,WY,1998,61183.0
MT,WY,1999,0.0
MT,WY,2000,41480.0
MT,WY,2001,0.0
MT,WY,2002,0.0
MT,WY,2003,0.0
MT,WY,2004,0.0
MT,WY,2005,0.0
MT,WY,2006,0.0
MT,WY,2007,0.0
MT,WY,2008,0.0
MT,WY,2009,0.0
MT,WY,2010,0.0
MT,WY,2011,0.0
MT,WY,2012,0.0
MT,WY,2013,0.0
MT,WY,2014,0.0
MT,WY,2015,0.0
MT,WY,2016,0.0
MT,WY,2017,0.0
MT,WY,2018,0.0
MT,WY,2019,0.0
MT,WY,2020,0.0
MT,WY,2021,0.0
MT,WY,2022,97478.0
NC,SC,2015,544425.0
NC,SC,2016,0.0
NC,SC,2017,466650.0
NC,SC,2018,751825.0
NC,SC,2019,0.0
NC,SC,2020,0.0
NC,SC,2021,306952.0
NC,SC,2022,0.0
NC,VA,1990,2511614.0
NC,VA,1994,51850.0
NC,VA,1995,119255.0
NC,VA,1996,0.0
NC,VA,1997,0.0
NC,VA,1998,0.0
NC,VA,1999,0.0
NC,VA,2000,0.0
NC,VA,2001,0.0
NC,VA,2002,238510.0
NC,VA,2003,0.0
NC,VA,2004,54961.0
NC,VA,2005,0.0
NC,VA,2006,0.0
NC,VA,2007,171105.0
NC,VA,2008,0.0
NC,VA,2009,0.0
NC,VA,2010,0.0
NC,VA,2011,0.0
NC,VA,2012,0.0
NC,VA,2013,0.0
NC,VA,2014,0.0
NC,VA,2015,0.0
NC,VA,2016,0.0
NC,VA,2017,0.0
NC,VA,2018,0.0
NC,VA,2019,0.0
NC,VA,2020,0.0
NC,VA,2021,306952.0
NC,VA,2022,0.0
ND,MN,1990,0.0
ND,MN,1994,0.0
ND,MN,1995,0.0
ND,MN,1996,0.0
ND,MN,1997,0.0
ND,MN,1998,0.0
ND,MN,1999,0.0
ND,MN,2000,1692384.0
ND,MN,2001,0.0
ND,MN,2002,174216.0
ND,MN,2003,0.0
ND,MN,2004,0.0
ND,MN,2005,77775.0
ND,MN,2006,0.0
ND,MN,2007,0.0
ND,MN,2008,0.0
ND,MN,2009,0.0
ND,MN,2010,0.0
ND,MN,2011,0.0
ND,MN,2012,0.0
ND,MN,2013,0.0
ND,MN,2014,0.0
ND,MN,2015,0.0
ND,MN,2016,0.0
ND,MN,2017,0.0
ND,MN,2018,0.0
ND,MN,2019,0.0
ND,MN,2020,0.0
ND,MN,2021,0.0
ND,MN,2022,0.0
ND,MT,1990,236436.0
ND,MT,1994,41480.0
ND,MT,1995,0.0
ND,MT,1996,0.0
ND,MT,1997,0.0
ND,MT,1998,0.0
ND,MT,1999,0.0
ND,MT,2000,0.0
ND,MT,2001,0.0
ND,MT,2002,0.0
ND,MT,2003,0.0
ND,MT,2004,0.0
ND,MT,2005,0.0
ND,MT,2006,0.0
ND,MT,2007,0.0
ND,MT,2008,0.0
ND,MT,2009,0.0
ND,MT,2010,0.0
ND,MT,2011,0.0
ND,MT,2012,0.0
ND,MT,2013,0.0
ND,MT,2014,0.0
ND,MT,2015,0.0
ND,MT,2016,0.0
ND,MT,2017,0.0
ND,MT,2018,0.0
ND,MT,2019,0.0
ND,MT,2020,0.0
ND,MT,2021,0.0
ND,MT,2022,97478.0
ND,SD,1990,1312842.0
ND,SD,1994,480131.0
ND,SD,1995,0.0
ND,SD,1996,0.0
ND,SD,1997,0.0
ND,SD,1998,725900.0
ND,SD,1999,0.0
ND,SD,2000,0.0
ND,SD,2001,0.0
ND,SD,2002,0.0
ND,SD,2003,0.0
ND,SD,2004,0.0
ND,SD,2005,0.0
ND,SD,2006,0.0
ND,SD,2007,0.0
ND,SD,2008,0.0
ND,SD,2009,0.0
ND,SD,2010,0.0
ND,SD,2011,0.0
ND,SD,2012,0.0
ND,SD,2013,0.0
ND,SD,2014,0.0
ND,SD,2015,0.0
ND,SD,2016,0.0
ND,SD,2017,0.0
ND,SD,2018,0.0
ND,SD,2019,0.0
ND,SD,2020,0.0
ND,SD,2021,0.0
ND,SD,2022,0.0
NE,CO,1990,442280.5
NE,CO,1994,59109.0
NE,CO,1995,0.0
NE,CO,1996,0.0
NE,CO,1997,373320.0
NE,CO,1998,0.0
NE,CO,1999,0.0
NE,CO,2000,0.0
NE,CO,2001,0.0
NE,CO,2002,335988.0
NE,CO,2003,0.0
NE,CO,2004,0.0
NE,CO,2005,0.0
NE,CO,2006,0.0
NE,CO,2007,0.0
NE,CO,2008,1555500.0
NE,CO,2009,311618.5
NE,CO,2010,0.0
NE,CO,2011,0.0
NE,CO,2012,0.0
NE,CO,2013,0.0
NE,CO,2014,0.0
NE,CO,2015,0.0
NE,CO,2016,0.0
NE,CO,2017,0.0
NE,CO,2018,0.0
NE,CO,2019,0.0
NE,CO,2020,0.0
NE,CO,2021,0.0
NE,CO,2022,0.0
NE,IA,1990,3322548.0
NE,IA,1994,0.0
NE,IA,1995,0.0
NE,IA,1996,0.0
NE,IA,1997,0.0
NE,IA,1998,0.0
NE,IA,1999,0.0
NE,IA,2000,0.0
NE,IA,2001,0.0
NE,IA,2002,93330.0
NE,IA,2003,0.0
NE,IA,2004,0.0
NE,IA,2005,0.0
NE,IA,2006,0.0
NE,IA,2007,8296.0
NE,IA,2008,0.0
NE,IA,2009,0.0
NE,IA,2010,0.0
NE,IA,2011,0.0
NE,IA,2012,0.0
NE,IA,2013,0.0
NE,IA,2014,0.0
NE,IA,2015,0.0
NE,IA,2016,0.0
NE,IA,2017,0.0
NE,IA,2018,0.0
NE,IA,2019,0.0
NE,IA,2020,0.0
NE,IA,2021,0.0
NE,IA,2022,0.0
NE,KS,1990,41480.0
NE,KS,1994,0.0
NE,KS,1995,0.0
NE,KS,1996,0.0
NE,KS,1997,264435.0
NE,KS,1998,0.0
NE,KS,1999,0.0
NE,KS,2000,0.0
NE,KS,2001,0.0
NE,KS,2002,0.0
NE,KS,2003,0.0
NE,KS,2004,0.0
NE,KS,2005,0.0
NE,KS,2006,0.0
NE,KS,2007,0.0
NE,KS,2008,1555500.0
NE,KS,2009,311100.0
NE,KS,2010,0.0
NE,KS,2011,0.0
NE,KS,2012,0.0
NE,KS,2013,0.0
NE,KS,2014,0.0
NE,KS,2015,0.0
NE,KS,2016,0.0
NE,KS,2017,0.0
NE,KS,2018,0.0
NE,KS,2019,0.0
NE,KS,2020,0.0
NE,KS,2021,0.0
NE,KS,2022,0.0
NE,MO,1990,632570.0
NE,MO,1994,86071.0
NE,MO,1995,0.0
NE,MO,1996,0.0
NE,MO,1997,0.0
NE,MO,1998,0.0
NE,MO,1999,0.0
NE,MO,2000,0.0
NE,MO,2001,0.0
NE,MO,2002,0.0
NE,MO,2003,0.0
NE,MO,2004,0.0
NE,MO,2005,0.0
NE,MO,2006,0.0
NE,MO,2007,0.0
NE,MO,2008,0.0
NE,MO,2009,0.0
NE,MO,2010,0.0
NE,MO,2011,0.0
NE,MO,2012,0.0
NE,MO,2013,0.0
NE,MO,2014,0.0
NE,MO,2015,0.0
NE,MO,2016,0.0
NE,MO,2017,0.0
NE,MO,2018,0.0
NE,MO,2019,0.0
NE,MO,2020,0.0
NE,MO,2021,0.0
NE,MO,2022,0.0
NE,SD,1990,129625.0
NE,SD,1994,0.0
NE,SD,1995,0.0
NE,SD,1996,0.0
NE,SD,1997,0.0
NE,SD,1998,0.0
NE,SD,1999,0.0
NE,SD,2000,0.0
NE,SD,2001,0.0
NE,SD,2002,0.0
NE,SD,2003,0.0
NE,SD,2004,0.0
NE,SD,2005,0.0
NE,SD,2006,0.0
NE,SD,2007,0.0
NE,SD,2008,0.0
NE,SD,2009,0.0
NE,SD,2010,0.0
NE,SD,2011,0.0
NE,SD,2012,0.0
NE,SD,2013,0.0
NE,SD,2014,0.0
NE,SD,2015,0.0
NE,SD,2016,0.0
NE,SD,2017,0.0
NE,SD,2018,0.0
NE,SD,2019,0.0
NE,SD,2020,0.0
NE,SD,2021,0.0
NE,SD,2022,0.0
NH,MA,1990,0.0
NH,MA,1994,0.0
NH,MA,1995,0.0
NH,MA,1996,0.0
NH,MA,1997,0.0
NH,MA,1998,0.0
NH,MA,1999,609756.0
NH,MA,2000,0.0
NH,MA,2001,41480.0
NH,MA,2002,0.0
NH,MA,2003,0.0
NH,MA,2004,0.0
NH,MA,2005,0.0
NH,MA,2006,0.0
NH,MA,2007,0.0
NH,MA,2008,0.0
NH,MA,2009,212585.0
NH,MA,2010,0.0
NH,MA,2011,0.0
NH,MA,2012,0.0
NH,MA,2013,0.0
NH,MA,2014,0.0
NH,MA,2015,0.0
NH,MA,2016,0.0
NH,MA,2017,0.0
NH,MA,2018,2074.0
NH,MA,2019,11407.0
NH,MA,2020,0.0
NH,MA,2021,0.0
NH,MA,2022,0.0
NH,ME,1990,24888.0
NH,ME,1994,39406.0
NH,ME,1995,0.0
NH,ME,1996,0.0
NH,ME,1997,0.0
NH,ME,1998,0.0
NH,ME,1999,152439.0
NH,ME,2000,0.0
NH,ME,2001,0.0
NH,ME,2002,39406.0
NH,ME,2003,0.0
NH,ME,2004,0.0
NH,ME,2005,0.0
NH,ME,2006,0.0
NH,ME,2007,0.0
NH,ME,2008,0.0
NH,ME,2009,0.0
NH,ME,2010,0.0
NH,ME,2011,0.0
NH,ME,2012,0.0
NH,ME,2013,0.0
NH,ME,2014,0.0
NH,ME,2015,0.0
NH,ME,2016,0.0
NH,ME,2017,60146.0
NH,ME,2018,52887.0
NH,ME,2019,43554.0
NH,ME,2020,24888.0
NH,ME,2021,971669.0
NH,ME,2022,0.0
NJ,NY,1990,3008337.0
NJ,NY,1994,159698.0
NJ,NY,1995,0.0
NJ,NY,1996,0.0
NJ,NY,1997,0.0
NJ,NY,1998,0.0
NJ,NY,1999,0.0
NJ,NY,2000,0.0
NJ,NY,2001,311100.0
NJ,NY,2002,262361.0
NJ,NY,2003,0.0
NJ,NY,2004,0.0
NJ,NY,2005,0.0
NJ,NY,2006,0.0
NJ,NY,2007,103700.0
NJ,NY,2008,0.0
NJ,NY,2009,0.0
NJ,NY,2010,0.0
NJ,NY,2011,0.0
NJ,NY,2012,0.0
NJ,NY,2013,829600.0
NJ,NY,2014,103700.0
NJ,NY,2015,0.0
NJ,NY,2016,354654.0
NJ,NY,2017,160735.0
NJ,NY,2018,0.0
NJ,NY,2019,0.0
NJ,NY,2020,0.0
NJ,NY,2021,96441.0
NJ,NY,2022,0.0
NJ,PA,1990,1814750.0
NJ,PA,1994,155550.0
NJ,PA,1995,0.0
NJ,PA,1996,0.0
NJ,PA,1997,0.0
NJ,PA,1998,0.0
NJ,PA,1999,0.0
NJ,PA,2000,0.0
NJ,PA,2001,0.0
NJ,PA,2002,0.0
NJ,PA,2003,21777.0
NJ,PA,2004,0.0
NJ,PA,2005,0.0
NJ,PA,2006,0.0
NJ,PA,2007,0.0
NJ,PA,2008,0.0
NJ,PA,2009,0.0
NJ,PA,2010,0.0
NJ,PA,2011,0.0
NJ,PA,2012,0.0
NJ,PA,2013,0.0
NJ,PA,2014,0.0
NJ,PA,2015,0.0
NJ,PA,2016,0.0
NJ,PA,2017,0.0
NJ,PA,2018,0.0
NJ,PA,2019,0.0
NJ,PA,2020,0.0
NJ,PA,2021,0.0
NJ,PA,2022,0.0
NM,AZ,1990,4221627.0
NM,AZ,1994,1196698.0
NM,AZ,1995,0.0
NM,AZ,1996,0.0
NM,AZ,1997,0.0
NM,AZ,1998,0.0
NM,AZ,1999,0.0
NM,AZ,2000,141032.0
NM,AZ,2001,0.0
NM,AZ,2002,328729.0
NM,AZ,2003,0.0
NM,AZ,2004,331840.0
NM,AZ,2005,0.0
NM,AZ,2006,0.0
NM,AZ,2007,0.0
NM,AZ,2008,0.0
NM,AZ,2009,0.0
NM,AZ,2010,0.0
NM,AZ,2011,0.0
NM,AZ,2012,0.0
NM,AZ,2013,0.0
NM,AZ,2014,0.0
NM,AZ,2015,0.0
NM,AZ,2016,0.0
NM,AZ,2017,0.0
NM,AZ,2018,188734.0
NM,AZ,2019,0.0
NM,AZ,2020,248880.0
NM,AZ,2021,0.0
NM,AZ,2022,0.0
NM,CO,1990,0.0
NM,CO,1994,0.0
NM,CO,1995,0.0
NM,CO,1996,0.0
NM,CO,1997,0.0
NM,CO,1998,0.0
NM,CO,1999,0.0
NM,CO,2000,0.0
NM,CO,2001,0.0
NM,CO,2002,0.0
NM,CO,2003,0.0
NM,CO,2004,0.0
NM,CO,2005,0.0
NM,CO,2006,0.0
NM,CO,2007,259250.0
NM,CO,2008,0.0
NM,CO,2009,0.0
NM,CO,2010,0.0
NM,CO,2011,0.0
NM,CO,2012,0.0
NM,CO,2013,0.0
NM,CO,2014,0.0
NM,CO,2015,0.0
NM,CO,2016,0.0
NM,CO,2017,0.0
NM,CO,2018,0.0
NM,CO,2019,0.0
NM,CO,2020,0.0
NM,CO,2021,0.0
NM,CO,2022,0.0
NM,TX,1990,2192218.0
NM,TX,1994,282064.0
NM,TX,1995,0.0
NM,TX,1996,0.0
NM,TX,1997,0.0
NM,TX,1998,0.0
NM,TX,1999,0.0
NM,TX,2000,0.0
NM,TX,2001,0.0
NM,TX,2002,0.0
NM,TX,2003,0.0
NM,TX,2004,10370.0
NM,TX,2005,0.0
NM,TX,2006,0.0
NM,TX,2007,0.0
NM,TX,2008,0.0
NM,TX,2009,0.0
NM,TX,2010,0.0
NM,TX,2011,0.0
NM,TX,2012,0.0
NM,TX,2013,0.0
NM,TX,2014,0.0
NM,TX,2015,0.0
NM,TX,2016,0.0
NM,TX,2017,0.0
NM,TX,2018,0.0
NM,TX,2019,0.0
NM,TX,2020,414800.0
NM,TX,2021,1564833.0
NM,TX,2022,0.0
NV,CA,1990,21777.0
NV,CA,1994,735233.0
NV,CA,1995,0.0
NV,CA,1996,0.0
NV,CA,1997,13481.0
NV,CA,1998,0.0
NV,CA,1999,0.0
NV,CA,2000,0.0
NV,CA,2001,139995.0
NV,CA,2002,0.0
NV,CA,2003,933300.0
NV,CA,2004,0.0
NV,CA,2005,0.0
NV,CA,2006,0.0
NV,CA,2007,0.0
NV,CA,2008,0.0
NV,CA,2009,0.0
NV,CA,2010,150365.0
NV,CA,2011,275842.0
NV,CA,2012,0.0
NV,CA,2013,0.0
NV,CA,2014,0.0
NV,CA,2015,0.0
NV,CA,2016,0.0
NV,CA,2017,0.0
NV,CA,2018,0.0
NV,CA,2019,0.0
NV,CA,2020,0.0
NV,CA,2021,0.0
NV,CA,2022,0.0
NV,OR,1990,0.0
NV,OR,1994,0.0
NV,OR,1995,0.0
NV,OR,1996,0.0
NV,OR,1997,0.0
NV,OR,1998,0.0
NV,OR,1999,0.0
NV,OR,2000,0.0
NV,OR,2001,0.0
NV,OR,2002,0.0
NV,OR,2003,0.0
NV,OR,2004,0.0
NV,OR,2005,0.0
NV,OR,2006,0.0
NV,OR,2007,0.0
NV,OR,2008,0.0
NV,OR,2009,0.0
NV,OR,2010,0.0
NV,OR,2011,1555500.0
NV,OR,2012,0.0
NV,OR,2013,0.0
NV,OR,2014,0.0
NV,OR,2015,0.0
NV,OR,2016,0.0
NV,OR,2017,0.0
NV,OR,2018,0.0
NV,OR,2019,0.0
NV,OR,2020,0.0
NV,OR,2021,0.0
NV,OR,2022,0.0
NY,CT,1990,1088850.0
NY,CT,1994,469761.0
NY,CT,1995,70516.0
NY,CT,1996,0.0
NY,CT,1997,0.0
NY,CT,1998,36295.0
NY,CT,1999,30073.0
NY,CT,2000,15555.0
NY,CT,2001,13481.0
NY,CT,2002,62220.0
NY,CT,2003,0.0
NY,CT,2004,238510.0
NY,CT,2005,0.0
NY,CT,2006,0.0
NY,CT,2007,0.0
NY,CT,2008,433466.0
NY,CT,2009,0.0
NY,CT,2010,0.0
NY,CT,2011,0.0
NY,CT,2012,0.0
NY,CT,2013,0.0
NY,CT,2014,0.0
NY,CT,2015,0.0
NY,CT,2016,354654.0
NY,CT,2017,116144.0
NY,CT,2018,0.0
NY,CT,2019,0.0
NY,CT,2020,0.0
NY,CT,2021,96441.0
NY,CT,2022,0.0
NY,MA,1990,777750.0
NY,MA,1994,320433.0
NY,MA,1995,0.0
NY,MA,1996,0.0
NY,MA,1997,0.0
NY,MA,1998,0.0
NY,MA,1999,0.0
NY,MA,2000,0.0
NY,MA,2001,0.0
NY,MA,2002,0.0
NY,MA,2003,0.0
NY,MA,2004,0.0
NY,MA,2005,0.0
NY,MA,2006,0.0
NY,MA,2007,114070.0
NY,MA,2008,0.0
NY,MA,2009,0.0
NY,MA,2010,0.0
NY,MA,2011,0.0
NY,MA,2012,0.0
NY,MA,2013,0.0
NY,MA,2014,0.0
NY,MA,2015,0.0
NY,MA,2016,0.0
NY,MA,2017,0.0
NY,MA,2018,0.0
NY,MA,2019,0.0
NY,MA,2020,0.0
NY,MA,2021,0.0
NY,MA,2022,0.0
NY,NJ,2010,285175.0
NY,NJ,2011,0.0
NY,NJ,2012,0.0
NY,NJ,2013,0.0
NY,NJ,2014,0.0
NY,NJ,2015,0.0
NY,NJ,2016,0.0
NY,NJ,2017,0.0
NY,NJ,2018,0.0
NY,NJ,2019,0.0
NY,NJ,2020,0.0
NY,NJ,2021,0.0
NY,NJ,2022,0.0
NY,PA,1990,531981.0
NY,PA,1994,141032.0
NY,PA,1995,0.0
NY,PA,1996,0.0
NY,PA,1997,25925.0
NY,PA,1998,22814.0
NY,PA,1999,0.0
NY,PA,2000,0.0
NY,PA,2001,0.0
NY,PA,2002,0.0
NY,PA,2003,0.0
NY,PA,2004,0.0
NY,PA,2005,0.0
NY,PA,2006,505019.0
NY,PA,2007,0.0
NY,PA,2008,0.0
NY,PA,2009,0.0
NY,PA,2010,0.0
NY,PA,2011,337025.0
NY,PA,2012,0.0
NY,PA,2013,0.0
NY,PA,2014,0.0
NY,PA,2015,0.0
NY,PA,2016,0.0
NY,PA,2017,0.0
NY,PA,2018,0.0
NY,PA,2019,0.0
NY,PA,2020,0.0
NY,PA,2021,0.0
NY,PA,2022,0.0
OH,IN,1990,485316.0
OH,IN,1994,0.0
OH,IN,1995,0.0
OH,IN,1996,0.0
OH,IN,1997,0.0
OH,IN,1998,0.0
OH,IN,1999,0.0
OH,IN,2000,0.0
OH,IN,2001,0.0
OH,IN,2002,0.0
OH,IN,2003,0.0
OH,IN,2004,0.0
OH,IN,2005,0.0
OH,IN,2006,0.0
OH,IN,2007,0.0
OH,IN,2008,0.0
OH,IN,2009,0.0
OH,IN,2010,0.0
OH,IN,2011,0.0
OH,IN,2012,0.0
OH,IN,2013,0.0
OH,IN,2014,0.0
OH,IN,2015,1824083.0
OH,IN,2016,1615646.0
OH,IN,2017,1374025.0
OH,IN,2018,362950.0
OH,IN,2019,0.0
OH,IN,2020,0.0
OH,IN,2021,0.0
OH,IN,2022,171105.0
OH,KY,1990,227103.0
OH,KY,1994,0.0
OH,KY,1995,0.0
OH,KY,1996,0.0
OH,KY,1997,0.0
OH,KY,1998,0.0
OH,KY,1999,0.0
OH,KY,2000,0.0
OH,KY,2001,0.0
OH,KY,2002,0.0
OH,KY,2003,0.0
OH,KY,2004,0.0
OH,KY,2005,0.0
OH,KY,2006,0.0
OH,KY,2007,0.0
OH,KY,2008,0.0
OH,KY,2009,1842749.0
OH,KY,2010,0.0
OH,KY,2011,0.0
OH,KY,2012,0.0
OH,KY,2013,0.0
OH,KY,2014,0.0
OH,KY,2015,1270325.0
OH,KY,2016,371246.0
OH,KY,2017,688568.0
OH,KY,2018,0.0
OH,KY,2019,0.0
OH,KY,2020,0.0
OH,KY,2021,0.0
OH,KY,2022,0.0
OH,MI,1990,1962004.0
OH,MI,1994,0.0
OH,MI,1995,0.0
OH,MI,1996,0.0
OH,MI,1997,0.0
OH,MI,1998,0.0
OH,MI,1999,0.0
OH,MI,2000,0.0
OH,MI,2001,0.0
OH,MI,2002,0.0
OH,MI,2003,0.0
OH,MI,2004,0.0
OH,MI,2005,0.0
OH,MI,2006,0.0
OH,MI,2007,0.0
OH,MI,2008,0.0
OH,MI,2009,0.0
OH,MI,2010,0.0
OH,MI,2011,0.0
OH,MI,2012,0.0
OH,MI,2013,0.0
OH,MI,2014,0.0
OH,MI,2015,0.0
OH,MI,2016,0.0
OH,MI,2017,0.0
OH,MI,2018,3111000.0
OH,MI,2019,0.0
OH,MI,2020,124440.0
OH,MI,2021,0.0
OH,MI,2022,0.0
OH,PA,1990,2221254.0
OH,PA,1994,0.0
OH,PA,1995,0.0
OH,PA,1996,0.0
OH,PA,1997,0.0
OH,PA,1998,0.0
OH,PA,1999,0.0
OH,PA,2000,0.0
OH,PA,2001,0.0
