GAS_LINES_TIMESERIES_1,GAS_LINES_TIMESERIES_2,GAS_LINES_TIMESERIES_3,DispatchGl
CT,RI,20230109,374098.8331743028
CT,RI,20230110,357445.24434716126
CT,RI,20230111,365023.4598218065
CT,RI,20230112,374379.662544096
CT,RI,20230113,338871.2361171105
CT,RI,20230114,336136.4359190898
CT,RI,20230115,364923.70812697045
CT,RI,20230116,363781.37684407237
CT,RI,20230117,369114.6758385964
CT,RI,20230118,340019.969720948
CT,RI,20230119,336442.7045453177
CT,RI,20230120,345053.93330147467
CT,RI,20230121,359247.31836055976
CT,RI,20230122,364981.53421671054
CT,RI,20230123,355509.79719386256
CT,RI,20230124,362547.87151871785
CT,RI,20230125,357450.7115521898
CT,RI,20230126,327521.46231142187
CT,RI,20230127,331854.51206914644
CT,RI,20230128,353500.9789659601
CT,RI,20230129,327101.19388526207
CT,RI,20230130,327267.42336816736
CT,RI,20230131,322669.2981242724
CT,RI,20230201,376059.20470240666
CT,RI,20230202,455069.1522354897
CT,RI,20230203,381090.04058872076
CT,RI,20230204,1565870.0
CT,RI,20230205,1565870.0
CT,RI,20230206,332578.1708513251
CT,RI,20230207,336321.80127505667
CT,RI,20230208,359584.6069731283
CT,RI,20230209,0.0
CT,RI,20230210,318214.0425745727
CT,RI,20230211,301999.97499203036
CT,RI,20230212,339576.19737553934
CT,RI,20230213,319536.3686332912
CT,RI,20230214,324314.6294305375
CT,RI,20230215,319233.5128279036
CT,RI,20230216,299251.0696105654
CT,RI,20230217,296944.4494435743
CT,RI,20230218,318806.0680475933
CT,RI,20230219,366357.99234682485
CT,RI,20230220,317170.7368261302
CT,RI,20230221,295548.13554574025
CT,RI,20230222,340280.7605926257
CT,RI,20230223,331765.0623873492
CT,RI,20230224,352357.4097722821
CT,RI,20230225,761089.7042953959
CT,RI,20230226,1451011.940204513
CT,RI,20230227,484030.7027855189
CT,RI,20230228,367683.2876281216
CT,RI,20230301,362243.75282252266
CT,RI,20230302,318073.0466991847
CT,RI,20230303,320576.08733189554
CT,RI,20230304,317854.38561276614
CT,RI,20230305,360906.03447076265
CT,RI,20230306,319683.7904005011
CT,RI,20230307,301404.62869626837
CT,RI,20230308,339957.3872463794
CT,RI,20230309,313171.7191850275
CT,RI,20230310,314176.2438605495
CT,RI,20230311,302232.5032546512
CT,RI,20230312,349605.75625033304
CT,RI,20230313,321548.8149286426
CT,RI,20230314,309720.61634591897
CT,RI,20230315,324616.49944949406
CT,RI,20230316,331713.9216120526
CT,RI,20230317,297296.89360124554
CT,RI,20230318,286229.2091842848
CT,RI,20230319,305913.65573093586
CT,RI,20230320,371359.1370285164
CT,RI,20230321,320055.78379111295
CT,RI,20230322,284265.22161232395
CT,RI,20230323,273852.6196471108
CT,RI,20230324,273237.77538376144
CT,RI,20230325,293758.9042273641
CT,RI,20230326,316025.85751009895
CT,RI,20230327,283546.4065603098
CT,RI,20230328,278849.3933356099
CT,RI,20230329,330240.7366346837
CT,RI,20230330,311180.1350852965
CT,RI,20230331,374062.5892196875
CT,RI,20230401,303230.24198714935
CT,RI,20230402,266795.4280117793
CT,RI,20230403,330373.124320489
CT,RI,20230404,291087.8858102076
CT,RI,20230405,260368.56336770518
CT,RI,20230406,289548.42422155995
CT,RI,20230407,257561.44305672735
CT,RI,20230408,280461.48886776285
CT,RI,20230409,308212.6013731281
CT,RI,20230410,297517.0013729747
CT,RI,20230411,259096.0632088146
CT,RI,20230412,274159.6594962527
CT,RI,20230413,279522.271433801
CT,RI,20230414,344814.08765171166
CT,RI,20230415,346315.9746049884
CT,RI,20230416,261728.08133574584
CT,RI,20230417,245422.82178523412
CT,RI,20230418,252429.30985098542
CT,RI,20230419,264480.97139298776
CT,RI,20230420,278839.22671009484
CT,RI,20230421,251672.85800544784
CT,RI,20230422,246002.86730063154
CT,RI,20230423,247347.6778917613
CT,RI,20230424,261440.0675289313
CT,RI,20230425,251528.79150996258
CT,RI,20230426,247266.71157090296
CT,RI,20230427,256815.82524938672
CT,RI,20230428,258805.06797848374
CT,RI,20230429,240884.7088334351
CT,RI,20230430,243743.4420847121
CT,RI,20230501,235828.75567122892
CT,RI,20230502,239236.98478154492
CT,RI,20230503,259943.7476003491
CT,RI,20230504,248049.53664233076
CT,RI,20230505,258579.3390196311
CT,RI,20230506,238722.17739952216
CT,RI,20230507,247987.3732537229
CT,RI,20230508,261816.8198953451
CT,RI,20230509,245259.17862472247
CT,RI,20230510,235432.63024958794
CT,RI,20230511,235578.72749924142
CT,RI,20230512,266076.45586577477
CT,RI,20230513,307886.05543372646
CT,RI,20230514,266392.01889218134
CT,RI,20230515,226391.69315422626
CT,RI,20230516,237212.01965940028
CT,RI,20230517,252515.60019349324
CT,RI,20230518,248131.00649721417
CT,RI,20230519,231486.32660044637
CT,RI,20230520,217837.2574382998
CT,RI,20230521,215425.43949044487
CT,RI,20230522,232063.47868258663
CT,RI,20230523,218308.67979055922
CT,RI,20230524,219869.45943142072
CT,RI,20230525,221533.00619902456
CT,RI,20230526,217315.6968713794
CT,RI,20230527,225230.91438432023
CT,RI,20230528,242300.0053470012
CT,RI,20230529,266991.10110763053
CT,RI,20230530,217945.57216616222
CT,RI,20230531,215742.30725442612
CT,RI,20230601,230572.92203865986
CT,RI,20230602,273974.80916304595
CT,RI,20230603,270740.7671516806
CT,RI,20230604,214901.58297448966
CT,RI,20230605,209623.22081892088
CT,RI,20230606,203814.0145752856
CT,RI,20230607,221410.13755976537
CT,RI,20230608,203703.09579770308
CT,RI,20230609,202822.34135866552
CT,RI,20230610,204592.49526039412
CT,RI,20230611,209003.8813435572
CT,RI,20230612,249785.49109348716
CT,RI,20230613,250254.75712138313
CT,RI,20230614,235453.36493816646
CT,RI,20230615,234594.73143523728
CT,RI,20230616,237903.41365344598
CT,RI,20230617,255681.92643933537
CT,RI,20230618,202543.68958363569
CT,RI,20230619,220725.28286282765
CT,RI,20230620,207398.6494098353
CT,RI,20230621,206874.34141097227
CT,RI,20230622,206032.1312737613
CT,RI,20230623,225676.5958496855
CT,RI,20230624,252503.78902180414
CT,RI,20230625,251145.54373505778
CT,RI,20230626,285516.4981124385
CT,RI,20230627,274524.720688728
CT,RI,20230628,255011.9768473399
CT,RI,20230629,243024.175682217
CT,RI,20230630,248665.04707104128
CT,RI,20230701,259749.94555354165
CT,RI,20230702,270754.5668917745
CT,RI,20230703,271476.0647514217
CT,RI,20230704,312965.5736141118
CT,RI,20230705,273405.4587850106
CT,RI,20230706,329206.6513815959
CT,RI,20230707,334775.71311146853
CT,RI,20230708,310411.0415848875
CT,RI,20230709,334749.17059565394
CT,RI,20230710,289083.61075345345
CT,RI,20230711,225093.74990693224
CT,RI,20230712,302202.18989651784
CT,RI,20230713,329846.9044612473
CT,RI,20230714,298630.1201582955
CT,RI,20230715,281299.80713414826
CT,RI,20230716,331685.4551813643
CT,RI,20230717,275481.11253335065
CT,RI,20230718,333828.16489956883
CT,RI,20230719,307730.24980827817
CT,RI,20230720,275097.3304463666
CT,RI,20230721,293902.88253891276
CT,RI,20230722,249770.73807183033
CT,RI,20230723,264924.58446239686
CT,RI,20230724,277145.7324960428
CT,RI,20230725,288365.1195788589
CT,RI,20230726,276255.5905852388
CT,RI,20230727,318109.9104298328
CT,RI,20230728,328157.5563153951
CT,RI,20230729,357986.6942377248
CT,RI,20230730,270114.51528221765
CT,RI,20230731,217643.02179960997
CT,RI,20230801,244588.10406030866
CT,RI,20230802,214796.68097857008
CT,RI,20230803,219770.29324791927
CT,RI,20230804,245774.6790548239
CT,RI,20230805,257275.39765057433
CT,RI,20230806,253007.52145281504
CT,RI,20230807,256254.16873893593
CT,RI,20230808,248981.58428093695
CT,RI,20230809,284845.6048305399
CT,RI,20230810,267207.00478484726
CT,RI,20230811,268437.91932564636
CT,RI,20230812,244281.43051060374
CT,RI,20230813,297195.4708505757
CT,RI,20230814,280593.8197799609
CT,RI,20230815,283857.2173822765
CT,RI,20230816,223637.59972192935
CT,RI,20230817,225898.4242049359
CT,RI,20230818,251164.0922261113
CT,RI,20230819,243032.7407356113
CT,RI,20230820,218321.8371893131
CT,RI,20230821,266562.12107844406
CT,RI,20230822,277812.43129694974
CT,RI,20230823,229420.82951686738
CT,RI,20230824,227343.92029403636
CT,RI,20230825,239324.92525642435
CT,RI,20230826,237766.13213564616
CT,RI,20230827,290966.0992756007
CT,RI,20230828,252568.90526265415
CT,RI,20230829,236193.60479473567
CT,RI,20230830,252423.4123520563
CT,RI,20230831,262035.19598410797
CT,RI,20230901,218653.6658468232
CT,RI,20230902,220350.72025332018
CT,RI,20230903,251180.29456446733
CT,RI,20230904,309200.6341473226
CT,RI,20230905,345053.49083704397
CT,RI,20230906,375648.39595257875
CT,RI,20230907,381233.8153012489
CT,RI,20230908,423405.387447079
CT,RI,20230909,389476.49590711645
CT,RI,20230910,364111.00078354264
CT,RI,20230911,321780.9243077861
CT,RI,20230912,297660.1115826069
CT,RI,20230913,305134.73038899427
CT,RI,20230914,270726.53857817804
CT,RI,20230915,251184.27417880704
CT,RI,20230916,223230.62150558183
CT,RI,20230917,226389.1218382254
CT,RI,20230918,266279.5993411279
CT,RI,20230919,218135.14933499906
CT,RI,20230920,234175.25867562863
CT,RI,20230921,233526.72380516576
CT,RI,20230922,239385.55240329073
CT,RI,20230923,234487.79681289365
CT,RI,20230924,215385.7689162705
CT,RI,20230925,219218.18046423479
CT,RI,20230926,219110.28224010428
CT,RI,20230927,213338.58482917448
CT,RI,20230928,220928.1391455199
CT,RI,20230929,233035.34670918697
CT,RI,20230930,220993.6883265175
CT,RI,20231001,221817.3562267694
CT,RI,20231002,245249.22266262947
CT,RI,20231003,240259.76530399895
CT,RI,20231004,292037.59828714695
CT,RI,20231005,327257.79948981653
CT,RI,20231006,281914.375240783
CT,RI,20231007,293702.3715600503
CT,RI,20231008,245628.19559265015
CT,RI,20231009,228593.35880871717
CT,RI,20231010,229250.38864430238
CT,RI,20231011,233319.3322542027
CT,RI,20231012,241059.1873692768
CT,RI,20231013,243310.876300533
CT,RI,20231014,235249.33458320663
CT,RI,20231015,236523.8501968658
CT,RI,20231016,237205.43621867406
CT,RI,20231017,237856.11101578528
CT,RI,20231018,241411.81173708697
CT,RI,20231019,242851.27817099588
CT,RI,20231020,245854.39716163877
CT,RI,20231021,250849.44568248602
CT,RI,20231022,246445.26845900697
CT,RI,20231023,245383.40895503032
CT,RI,20231024,246704.5398527746
CT,RI,20231025,248709.8214352785
CT,RI,20231026,286729.6320595236
CT,RI,20231027,322835.79932953144
CT,RI,20231028,293029.4079700603
CT,RI,20231029,327437.016192943
CT,RI,20231030,253288.02007465652
CT,RI,20231031,255177.86084506486
CT,RI,20231101,260478.80358778677
CT,RI,20231102,275826.77601760207
CT,RI,20231103,275447.46482664655
CT,RI,20231104,261197.89603966154
CT,RI,20231105,260906.37441021705
CT,RI,20231106,262211.76484644855
CT,RI,20231107,265269.8765425597
CT,RI,20231108,265992.20383609075
CT,RI,20231109,277478.6925952183
CT,RI,20231110,283377.47667278093
CT,RI,20231111,272971.34075640456
CT,RI,20231112,281598.4132658645
CT,RI,20231113,304639.6285552761
CT,RI,20231114,294530.5076471349
CT,RI,20231115,288607.2077412931
CT,RI,20231116,282612.2697073495
CT,RI,20231117,274779.4148519864
CT,RI,20231118,277235.5181395745
CT,RI,20231119,283934.2954043827
CT,RI,20231120,287686.53039993555
CT,RI,20231121,317237.49082332547
CT,RI,20231122,301806.30007406964
CT,RI,20231123,282162.57689230517
CT,RI,20231124,286510.488455988
CT,RI,20231125,306155.82758953463
CT,RI,20231126,332616.5188949108
CT,RI,20231127,296660.0086929908
CT,RI,20231128,291574.07995342393
CT,RI,20231129,321230.6381059014
CT,RI,20231130,326390.24489583296
CT,RI,20231201,305106.03815144696
CT,RI,20231202,292260.12159257603
CT,RI,20231203,294085.58668349765
CT,RI,20231204,298748.403213187
CT,RI,20231205,298798.33703327744
CT,RI,20231206,321201.0812282969
CT,RI,20231207,343752.86746829236
CT,RI,20231208,353224.5057021633
CT,RI,20231209,319433.5923485602
CT,RI,20231210,305217.6219518272
CT,RI,20231211,303627.6536761723
CT,RI,20231212,316898.8608614759
CT,RI,20231213,321155.0119280884
CT,RI,20231214,322212.6718763764
CT,RI,20231215,61198.882591433445
CT,RI,20231216,310115.0108490661
CT,RI,20231217,311826.08275602234
CT,RI,20231218,310512.93221150286
CT,RI,20231219,312054.48990572826
CT,RI,20231220,319650.15703341796
CT,RI,20231221,323485.66938009317
CT,RI,20231222,350287.14892113814
CT,RI,20231223,353617.18256833183
CT,RI,20231224,334988.4521282752
CT,RI,20231225,322180.4576313973
CT,RI,20231226,321426.66496789607
CT,RI,20231227,323801.2461170097
CT,RI,20231228,322980.7615740017
CT,RI,20231229,324847.1439873256
CT,RI,20231230,326160.3696549996
CT,RI,20231231,329994.38188867713
KS,OK,20230101,0.0
KS,OK,20230102,0.0
KS,OK,20230103,0.0
KS,OK,20230104,0.0
KS,OK,20230105,0.0
KS,OK,20230106,0.0
KS,OK,20230107,0.0
KS,OK,20230108,0.0
KS,OK,20230109,0.0
KS,OK,20230110,0.0
KS,OK,20230111,0.0
KS,OK,20230112,0.0
KS,OK,20230113,0.0
KS,OK,20230114,0.0
KS,OK,20230115,0.0
KS,OK,20230116,0.0
KS,OK,20230117,0.0
KS,OK,20230118,0.0
KS,OK,20230119,0.0
KS,OK,20230120,0.0
KS,OK,20230121,0.0
KS,OK,20230122,0.0
KS,OK,20230123,0.0
KS,OK,20230124,0.0
KS,OK,20230125,0.0
KS,OK,20230126,0.0
KS,OK,20230127,0.0
KS,OK,20230128,0.0
KS,OK,20230129,0.0
KS,OK,20230130,0.0
KS,OK,20230131,0.0
KS,OK,20230201,0.0
KS,OK,20230202,0.0
KS,OK,20230203,0.0
KS,OK,20230204,0.0
KS,OK,20230205,0.0
KS,OK,20230206,0.0
KS,OK,20230207,0.0
KS,OK,20230208,0.0
KS,OK,20230209,0.0
KS,OK,20230210,0.0
KS,OK,20230211,0.0
KS,OK,20230212,0.0
KS,OK,20230213,0.0
KS,OK,20230214,0.0
KS,OK,20230215,0.0
KS,OK,20230216,0.0
KS,OK,20230217,0.0
KS,OK,20230218,0.0
KS,OK,20230219,0.0
KS,OK,20230220,0.0
KS,OK,20230221,0.0
KS,OK,20230222,0.0
KS,OK,20230223,0.0
KS,OK,20230224,0.0
KS,OK,20230225,0.0
KS,OK,20230226,0.0
KS,OK,20230227,0.0
KS,OK,20230228,0.0
KS,OK,20230301,0.0
KS,OK,20230302,0.0
KS,OK,20230303,0.0
KS,OK,20230304,0.0
KS,OK,20230305,0.0
KS,OK,20230306,0.0
KS,OK,20230307,0.0
KS,OK,20230308,0.0
KS,OK,20230309,0.0
KS,OK,20230310,0.0
KS,OK,20230311,0.0
KS,OK,20230312,0.0
KS,OK,20230313,0.0
KS,OK,20230314,0.0
KS,OK,20230315,0.0
KS,OK,20230316,0.0
KS,OK,20230317,0.0
KS,OK,20230318,0.0
KS,OK,20230319,0.0
KS,OK,20230320,0.0
KS,OK,20230321,0.0
KS,OK,20230322,0.0
KS,OK,20230323,0.0
KS,OK,20230324,0.0
KS,OK,20230325,0.0
KS,OK,20230326,0.0
KS,OK,20230327,0.0
KS,OK,20230328,0.0
KS,OK,20230329,0.0
KS,OK,20230330,0.0
KS,OK,20230331,0.0
KS,OK,20230401,0.0
KS,OK,20230402,0.0
KS,OK,20230403,0.0
KS,OK,20230404,0.0
KS,OK,20230405,0.0
KS,OK,20230406,0.0
KS,OK,20230407,0.0
KS,OK,20230408,0.0
KS,OK,20230409,0.0
KS,OK,20230410,0.0
KS,OK,20230411,0.0
KS,OK,20230412,0.0
KS,OK,20230413,0.0
KS,OK,20230414,0.0
KS,OK,20230415,0.0
KS,OK,20230416,0.0
KS,OK,20230417,0.0
KS,OK,20230418,0.0
KS,OK,20230419,0.0
KS,OK,20230420,0.0
KS,OK,20230421,0.0
KS,OK,20230422,0.0
KS,OK,20230423,0.0
KS,OK,20230424,0.0
KS,OK,20230425,0.0
KS,OK,20230426,0.0
KS,OK,20230427,0.0
KS,OK,20230428,0.0
KS,OK,20230429,0.0
KS,OK,20230430,0.0
KS,OK,20230501,0.0
KS,OK,20230502,0.0
KS,OK,20230503,0.0
KS,OK,20230504,0.0
KS,OK,20230505,0.0
KS,OK,20230506,0.0
KS,OK,20230507,0.0
KS,OK,20230508,0.0
KS,OK,20230509,0.0
KS,OK,20230510,0.0
KS,OK,20230511,0.0
KS,OK,20230512,0.0
KS,OK,20230513,0.0
KS,OK,20230514,0.0
KS,OK,20230515,0.0
KS,OK,20230516,0.0
KS,OK,20230517,0.0
KS,OK,20230518,0.0
KS,OK,20230519,0.0
KS,OK,20230520,0.0
KS,OK,20230521,0.0
KS,OK,20230522,0.0
KS,OK,20230523,0.0
KS,OK,20230524,0.0
KS,OK,20230525,0.0
KS,OK,20230526,0.0
KS,OK,20230527,0.0
KS,OK,20230528,0.0
KS,OK,20230529,0.0
KS,OK,20230530,0.0
KS,OK,20230531,0.0
KS,OK,20230601,0.0
KS,OK,20230602,0.0
KS,OK,20230603,0.0
KS,OK,20230604,0.0
KS,OK,20230605,0.0
KS,OK,20230606,0.0
KS,OK,20230607,0.0
KS,OK,20230608,0.0
KS,OK,20230609,0.0
KS,OK,20230610,0.0
KS,OK,20230611,0.0
KS,OK,20230612,0.0
KS,OK,20230613,0.0
KS,OK,20230614,0.0
KS,OK,20230615,0.0
KS,OK,20230616,0.0
KS,OK,20230617,0.0
KS,OK,20230618,0.0
KS,OK,20230619,0.0
KS,OK,20230620,0.0
KS,OK,20230621,0.0
KS,OK,20230622,0.0
KS,OK,20230623,0.0
KS,OK,20230624,0.0
KS,OK,20230625,0.0
KS,OK,20230626,0.0
KS,OK,20230627,0.0
KS,OK,20230628,0.0
KS,OK,20230629,0.0
KS,OK,20230630,0.0
KS,OK,20230701,0.0
KS,OK,20230702,0.0
KS,OK,20230703,0.0
KS,OK,20230704,0.0
KS,OK,20230705,0.0
KS,OK,20230706,0.0
KS,OK,20230707,0.0
KS,OK,20230708,0.0
KS,OK,20230709,0.0
KS,OK,20230710,0.0
KS,OK,20230711,0.0
KS,OK,20230712,0.0
KS,OK,20230713,0.0
KS,OK,20230714,0.0
KS,OK,20230715,0.0
KS,OK,20230716,0.0
KS,OK,20230717,0.0
KS,OK,20230718,0.0
KS,OK,20230719,0.0
KS,OK,20230720,0.0
KS,OK,20230721,0.0
KS,OK,20230722,0.0
KS,OK,20230723,0.0
KS,OK,20230724,0.0
KS,OK,20230725,0.0
KS,OK,20230726,0.0
KS,OK,20230727,0.0
KS,OK,20230728,0.0
KS,OK,20230729,0.0
KS,OK,20230730,0.0
KS,OK,20230731,0.0
KS,OK,20230801,0.0
KS,OK,20230802,0.0
KS,OK,20230803,0.0
KS,OK,20230804,0.0
KS,OK,20230805,0.0
KS,OK,20230806,0.0
KS,OK,20230807,0.0
KS,OK,20230808,0.0
KS,OK,20230809,0.0
KS,OK,20230810,0.0
KS,OK,20230811,0.0
KS,OK,20230812,0.0
KS,OK,20230813,0.0
KS,OK,20230814,0.0
KS,OK,20230815,0.0
KS,OK,20230816,0.0
KS,OK,20230817,0.0
KS,OK,20230818,0.0
KS,OK,20230819,0.0
KS,OK,20230820,0.0
KS,OK,20230821,0.0
KS,OK,20230822,0.0
KS,OK,20230823,0.0
KS,OK,20230824,0.0
KS,OK,20230825,0.0
KS,OK,20230826,0.0
KS,OK,20230827,0.0
KS,OK,20230828,0.0
KS,OK,20230829,0.0
KS,OK,20230830,0.0
KS,OK,20230831,0.0
KS,OK,20230901,0.0
KS,OK,20230902,0.0
KS,OK,20230903,0.0
KS,OK,20230904,0.0
KS,OK,20230905,0.0
KS,OK,20230906,0.0
KS,OK,20230907,0.0
KS,OK,20230908,0.0
KS,OK,20230909,0.0
KS,OK,20230910,0.0
KS,OK,20230911,0.0
KS,OK,20230912,0.0
KS,OK,20230913,0.0
KS,OK,20230914,0.0
KS,OK,20230915,0.0
KS,OK,20230916,0.0
KS,OK,20230917,0.0
KS,OK,20230918,0.0
KS,OK,20230919,0.0
KS,OK,20230920,0.0
KS,OK,20230921,0.0
KS,OK,20230922,0.0
KS,OK,20230923,0.0
KS,OK,20230924,0.0
KS,OK,20230925,0.0
KS,OK,20230926,0.0
KS,OK,20230927,0.0
KS,OK,20230928,0.0
KS,OK,20230929,0.0
KS,OK,20230930,0.0
KS,OK,20231001,0.0
KS,OK,20231002,0.0
KS,OK,20231003,0.0
KS,OK,20231004,0.0
KS,OK,20231005,0.0
KS,OK,20231006,0.0
KS,OK,20231007,0.0
KS,OK,20231008,0.0
KS,OK,20231009,0.0
KS,OK,20231010,0.0
KS,OK,20231011,0.0
KS,OK,20231012,0.0
KS,OK,20231013,0.0
KS,OK,20231014,0.0
KS,OK,20231015,0.0
KS,OK,20231016,0.0
KS,OK,20231017,0.0
KS,OK,20231018,0.0
KS,OK,20231019,0.0
KS,OK,20231020,0.0
KS,OK,20231021,0.0
KS,OK,20231022,0.0
KS,OK,20231023,0.0
KS,OK,20231024,0.0
KS,OK,20231025,0.0
KS,OK,20231026,0.0
KS,OK,20231027,0.0
KS,OK,20231028,0.0
KS,OK,20231029,0.0
KS,OK,20231030,0.0
KS,OK,20231031,0.0
KS,OK,20231101,0.0
KS,OK,20231102,0.0
KS,OK,20231103,0.0
KS,OK,20231104,0.0
KS,OK,20231105,0.0
KS,OK,20231106,0.0
KS,OK,20231107,0.0
KS,OK,20231108,0.0
KS,OK,20231109,0.0
KS,OK,20231110,0.0
KS,OK,20231111,0.0
KS,OK,20231112,0.0
KS,OK,20231113,0.0
KS,OK,20231114,0.0
KS,OK,20231115,0.0
KS,OK,20231116,0.0
KS,OK,20231117,0.0
KS,OK,20231118,0.0
KS,OK,20231119,0.0
KS,OK,20231120,0.0
KS,OK,20231121,0.0
KS,OK,20231122,0.0
KS,OK,20231123,0.0
KS,OK,20231124,0.0
KS,OK,20231125,0.0
KS,OK,20231126,0.0
KS,OK,20231127,0.0
KS,OK,20231128,0.0
KS,OK,20231129,0.0
KS,OK,20231130,0.0
KS,OK,20231201,0.0
KS,OK,20231202,0.0
KS,OK,20231203,0.0
KS,OK,20231204,0.0
KS,OK,20231205,0.0
KS,OK,20231206,0.0
KS,OK,20231207,0.0
KS,OK,20231208,0.0
KS,OK,20231209,0.0
KS,OK,20231210,0.0
KS,OK,20231211,0.0
KS,OK,20231212,0.0
KS,OK,20231213,0.0
KS,OK,20231214,0.0
KS,OK,20231215,0.0
KS,OK,20231216,0.0
KS,OK,20231217,0.0
KS,OK,20231218,0.0
KS,OK,20231219,0.0
KS,OK,20231220,0.0
KS,OK,20231221,0.0
KS,OK,20231222,0.0
KS,OK,20231223,0.0
KS,OK,20231224,0.0
KS,OK,20231225,0.0
KS,OK,20231226,0.0
KS,OK,20231227,0.0
KS,OK,20231228,0.0
KS,OK,20231229,0.0
KS,OK,20231230,0.0
KS,OK,20231231,0.0
IL,IN,20230101,0.0
IL,IN,20230102,0.0
IL,IN,20230103,0.0
IL,IN,20230104,0.0
IL,IN,20230105,0.0
IL,IN,20230106,0.0
IL,IN,20230107,0.0
IL,IN,20230108,0.0
IL,IN,20230109,0.0
IL,IN,20230110,0.0
IL,IN,20230111,0.0
IL,IN,20230112,0.0
IL,IN,20230113,0.0
IL,IN,20230114,0.0
IL,IN,20230115,0.0
IL,IN,20230116,0.0
IL,IN,20230117,0.0
IL,IN,20230118,0.0
IL,IN,20230119,0.0
IL,IN,20230120,0.0
IL,IN,20230121,0.0
IL,IN,20230122,0.0
IL,IN,20230123,0.0
IL,IN,20230124,0.0
IL,IN,20230125,0.0
IL,IN,20230126,0.0
IL,IN,20230127,0.0
IL,IN,20230128,0.0
IL,IN,20230129,0.0
IL,IN,20230130,0.0
IL,IN,20230131,0.0
IL,IN,20230201,0.0
IL,IN,20230202,0.0
IL,IN,20230203,0.0
IL,IN,20230204,0.0
IL,IN,20230205,0.0
IL,IN,20230206,0.0
IL,IN,20230207,0.0
IL,IN,20230208,0.0
IL,IN,20230209,0.0
IL,IN,20230210,0.0
IL,IN,20230211,0.0
IL,IN,20230212,0.0
IL,IN,20230213,0.0
IL,IN,20230214,0.0
IL,IN,20230215,0.0
IL,IN,20230216,0.0
IL,IN,20230217,0.0
IL,IN,20230218,0.0
IL,IN,20230219,0.0
IL,IN,20230220,0.0
IL,IN,20230221,0.0
IL,IN,20230222,0.0
IL,IN,20230223,0.0
IL,IN,20230224,0.0
IL,IN,20230225,0.0
IL,IN,20230226,0.0
IL,IN,20230227,0.0
IL,IN,20230228,0.0
IL,IN,20230301,0.0
IL,IN,20230302,0.0
IL,IN,20230303,0.0
IL,IN,20230304,0.0
IL,IN,20230305,0.0
IL,IN,20230306,0.0
IL,IN,20230307,0.0
IL,IN,20230308,0.0
IL,IN,20230309,0.0
IL,IN,20230310,0.0
IL,IN,20230311,0.0
IL,IN,20230312,0.0
IL,IN,20230313,0.0
IL,IN,20230314,0.0
IL,IN,20230315,0.0
IL,IN,20230316,0.0
IL,IN,20230317,0.0
IL,IN,20230318,0.0
IL,IN,20230319,0.0
IL,IN,20230320,0.0
IL,IN,20230321,0.0
IL,IN,20230322,0.0
IL,IN,20230323,0.0
IL,IN,20230324,0.0
IL,IN,20230325,0.0
IL,IN,20230326,0.0
IL,IN,20230327,0.0
IL,IN,20230328,0.0
IL,IN,20230329,0.0
IL,IN,20230330,0.0
IL,IN,20230331,0.0
IL,IN,20230401,0.0
IL,IN,20230402,0.0
IL,IN,20230403,0.0
IL,IN,20230404,0.0
IL,IN,20230405,0.0
IL,IN,20230406,0.0
IL,IN,20230407,0.0
IL,IN,20230408,0.0
IL,IN,20230409,0.0
IL,IN,20230410,0.0
IL,IN,20230411,0.0
IL,IN,20230412,0.0
IL,IN,20230413,0.0
IL,IN,20230414,0.0
IL,IN,20230415,0.0
IL,IN,20230416,0.0
IL,IN,20230417,0.0
IL,IN,20230418,0.0
IL,IN,20230419,0.0
IL,IN,20230420,0.0
IL,IN,20230421,0.0
IL,IN,20230422,0.0
IL,IN,20230423,0.0
IL,IN,20230424,0.0
IL,IN,20230425,0.0
IL,IN,20230426,0.0
IL,IN,20230427,0.0
IL,IN,20230428,0.0
IL,IN,20230429,0.0
IL,IN,20230430,0.0
IL,IN,20230501,0.0
IL,IN,20230502,0.0
IL,IN,20230503,0.0
IL,IN,20230504,0.0
IL,IN,20230505,0.0
IL,IN,20230506,0.0
IL,IN,20230507,0.0
IL,IN,20230508,0.0
IL,IN,20230509,0.0
IL,IN,20230510,0.0
IL,IN,20230511,0.0
IL,IN,20230512,0.0
IL,IN,20230513,0.0
IL,IN,20230514,0.0
IL,IN,20230515,0.0
IL,IN,20230516,0.0
IL,IN,20230517,0.0
IL,IN,20230518,0.0
IL,IN,20230519,0.0
IL,IN,20230520,0.0
IL,IN,20230521,0.0
IL,IN,20230522,0.0
IL,IN,20230523,0.0
IL,IN,20230524,0.0
IL,IN,20230525,0.0
IL,IN,20230526,0.0
IL,IN,20230527,0.0
IL,IN,20230528,0.0
IL,IN,20230529,0.0
IL,IN,20230530,0.0
IL,IN,20230531,0.0
IL,IN,20230601,0.0
IL,IN,20230602,0.0
IL,IN,20230603,0.0
IL,IN,20230604,0.0
IL,IN,20230605,0.0
IL,IN,20230606,0.0
IL,IN,20230607,0.0
IL,IN,20230608,0.0
IL,IN,20230609,0.0
IL,IN,20230610,0.0
IL,IN,20230611,0.0
IL,IN,20230612,0.0
IL,IN,20230613,0.0
IL,IN,20230614,0.0
IL,IN,20230615,0.0
IL,IN,20230616,0.0
IL,IN,20230617,0.0
IL,IN,20230618,0.0
IL,IN,20230619,0.0
IL,IN,20230620,0.0
IL,IN,20230621,0.0
IL,IN,20230622,0.0
